"tree_id","lambda","rho_seqdef","rho_priority","top10_seqdef","top10_priority","top1_is_target"
27,5.5,0.93994328178006,0.9777716766794,7,9,TRUE
27,6,0.926520599801856,0.971615927841714,7,9,TRUE
27,6.5,0.914936281572047,0.967512492878112,7,9,TRUE
27,7,0.900401524404338,0.963011473594862,5,9,TRUE
27,7.5,0.892319605842224,0.959816245347736,5,9,TRUE
27,8,0.87496555893788,0.951723058854981,5,9,TRUE
27,8.5,0.861741603046398,0.949175071727591,5,9,TRUE
27,9,0.857032915144815,0.947991612922109,5,9,TRUE
27,9.5,0.846842153952826,0.942974219563845,5,9,TRUE
27,10,0.841974927071459,0.942334359174948,5,9,FALSE
27,10.5,0.839634469931344,0.941684732276865,5,9,FALSE
27,11,0.832994830546636,0.940390343660777,5,9,FALSE
27,11.5,0.828222091289194,0.939950418851888,5,9,FALSE
27,12,0.823796534352839,0.940091869857585,5,9,FALSE
27,12.5,0.818921270988052,0.939025551280761,5,9,FALSE
27,13,0.81751413781776,0.93859064639842,5,9,FALSE
27,13.5,0.815296480529292,0.938161065198239,5,9,FALSE
27,14,0.811641974206386,0.937365282630309,5,9,FALSE
27,14.5,0.810695709423323,0.936485543760704,5,9,FALSE
27,15,0.808698539399044,0.936240322804115,5,9,FALSE
27,15.5,0.806530815854537,0.935825918314277,5,9,FALSE
27,16,0.805485954491009,0.93568093059744,5,9,FALSE
27,16.5,0.80109595748868,0.934804313305316,5,9,FALSE
27,17,0.799988788492133,0.9346784246567,5,9,FALSE
27,17.5,0.798161406446491,0.934343857718077,5,9,FALSE
27,18,0.796015149042693,0.933542716867638,5,9,FALSE
27,18.5,0.795020858676251,0.933352200004769,5,9,FALSE
27,19,0.794336449706192,0.933261983869895,5,9,FALSE
27,19.5,0.793350454094438,0.93318669259814,5,9,FALSE
27,20,0.792722822762849,0.932997996847069,5,9,FALSE
27,20.5,0.786514147610881,0.930157357399868,5,9,FALSE
27,21,0.784313661105905,0.929760411111899,5,9,FALSE
27,21.5,0.78408217804326,0.929745924369756,5,9,FALSE
27,22,0.78390840356779,0.929574388279543,5,9,FALSE
27,22.5,0.782897653420335,0.929391123877559,5,9,FALSE
27,23,0.782242423378766,0.929205647809854,5,9,FALSE
27,23.5,0.780939050524302,0.929144913129848,5,9,FALSE
27,24,0.779219637202713,0.928137372486646,5,9,FALSE
27,24.5,0.778400968438532,0.928078330348535,5,9,FALSE
27,25,0.777842705702465,0.928027735063215,5,9,FALSE
34,1,0.866714807391313,0.887052257547064,3,3,TRUE
34,1.5,0.889622470537346,0.927497107336668,3,3,TRUE
34,2,0.90824409530105,0.952422094631676,3,4,TRUE
34,2.5,0.948601841648216,0.977656871236929,3,5,TRUE
34,3,0.981842858419132,0.993022988845246,5,5,TRUE
34,3.5,0.999622052678701,0.999847608044047,10,10,TRUE
34,4,0.995405065323412,0.99841364514066,10,10,TRUE
34,4.5,0.984022049089787,0.99501434432142,6,9,TRUE
34,5,0.968068084550935,0.991149870195968,6,9,TRUE
34,5.5,0.955933521505407,0.986530262367157,6,9,TRUE
34,6,0.946381535606816,0.982236525551471,6,9,TRUE
34,6.5,0.936182525117555,0.979504457160795,5,9,TRUE
34,7,0.9175038580751,0.972218217790928,5,9,TRUE
34,7.5,0.910522825857831,0.96865181028891,5,9,TRUE
34,8,0.902188070114605,0.964525510348541,5,9,TRUE
34,8.5,0.890793848944577,0.962322166985496,5,9,TRUE
34,9,0.886174702241375,0.961137303696877,5,9,TRUE
34,9.5,0.879196301973198,0.957770627496886,5,9,TRUE
34,10,0.876907308156604,0.956230763145817,5,9,TRUE
34,10.5,0.871974668899328,0.953632683248915,5,9,TRUE
34,11,0.869347857367186,0.952206515185273,5,9,TRUE
34,11.5,0.865203889439146,0.95132486264954,5,9,TRUE
34,12,0.859609296178016,0.950561620848964,5,9,TRUE
34,12.5,0.856686623117538,0.949535420978735,5,9,TRUE
34,13,0.852059082791419,0.947541450777848,5,9,TRUE
34,13.5,0.849125559749642,0.946831699298557,5,9,TRUE
34,14,0.845602392929402,0.946177605796088,5,9,TRUE
34,14.5,0.839033951960369,0.943877831422455,5,9,TRUE
34,15,0.836743157374329,0.94328785490355,5,9,TRUE
34,15.5,0.83573972734532,0.943364343950489,5,9,TRUE
34,16,0.834927786650965,0.944734784968888,5,9,TRUE
34,16.5,0.833599251260345,0.94447474435563,5,9,TRUE
